raw,clean,labels
kukira aku introvert ternyata juga pedopil,kira saya introveternyata juga pedopil,-1
7 00 p m itu pagi apa malam ya pagiudah pernah coba trik pancing memancing kayak gitu b,itu pagi apa malam iya pagiudah pernah coba trik pancing pancing seperti begitu,0
sayang lagi sakit jadi aku harus sentiasa ada buat sayangku,sayang lagi sakit jadi saya harus sentiasa ada buat sayang,1
omg kau jgn buat aku g kfc ppagi cmni,omg kamu jangan buat saya kfc ppagi cmni,-1
mamak ni nak try aku ke apa,mamak ini mau try saya ke apa,0
ada yg mau serius tapi aku nya masih raguuu gmn donggg yaudah jangan dikasih harapan dianya kasiaan,ada yang mau serius tapi saya nya masih ragu bagaimana dong ya sudah jangan kasih harap dia kasiaan,-1
tomorrow i will date with yesterday's you movie aku download sebab katanya sedih k start movie sampai ending duk fikir t,tomorrow will date with yesterday you movie saya download sebab kata sedih stamovie sampai ending duk fikir,0
i liked a video aku tanya pak jokowi pakai bahasa jawa,liked video saya tanya pak jokowi pakai bahasa jawa,1
kalau jadi atasan gausah sombong2 deh menindas karyawan apa kamu langsung jadi milyuner melarang orang ga masuk karena ada,kalau jadi atas enggak usah sombong deh tindas karyawan apa kamu langsung jadi milyuner larang orang enggak masuk karena ada,-1
aku ngatau nih bang definisi berhasil apa nga,saya ngatau ini mas definisi hasil apa enggak,0
sama aku kapan,sama saya kapan,0
aku main ww deg degan mulu wkwkwk id kamu apaa,saya main ww deg degan terus wkwkwk id kamu apa,0
kayak woojin kesringan barengih dasar anak kembar,seperti woojin kesringan barengih dasar anak kembar,-1
okaay nggapapaa aku minta doyoung ajaa makasih yaa,okaay nggapapaa saya minta doyoung saja terima kasih ya,1
aku jual,saya jual,0
dulu waktu kecil aku bercita cita ingin menjadi seorang pengkhianat,dulu waktu kecil saya cita cita ingin jadi orang khianat,-1
waw beliin buat aku dong,wow beli buat saya dong,0
aku terima nikahnya dengan mas kahwin bacaanurah al fatihah dear future wife nanti kita kahwin saya sedekahkan al fat,saya terima nikah dengan mas kahwin bacaanurah al fatihah dear future wife nanti kita kahwin saya sedekah al fat,1
le makan samyang yuk aku udh lama ga makan samyang udh lama juga ga disayang,boleh makan samyang yuk saya sudah lama enggak makan samyang sudah lama juga enggak sayang,1
tu lah dulu aku paling malas nk kutip sebab malu kot mintak duit kt orang,itu lah dulu saya paling malas nk kutip sebab malu kot mintak duit kita orang,-1
rama gak usah ganggu aku sama karya ya tolong,rama enggak perlu ganggu saya sama karya iya tolong,-1
jangan begadang jangan minum2an soda jangan kau pilih dia pilihlah aku yang mampu mencintamu lebih dari dia,jangan begadang jangan minum an soda jangan kamu pilih dia pilih saya yang mampu cinta lebih dari dia,-1
pegi kedai bawak lah adik aku teman pastu uncle tu tanya ni anak you ke muka sama hahaha muka aku macam orang dah kawin ke doh,pegi kedai bawa lah adik saya teman pastu uncle itu tanya ini anak you ke muka sama hahaha muka saya macam orang deh kawin ke doh,1
amin ustazah saya pening kepala me takpelah awak tulis je apa yang awak laratampai masa aku suruh hantar buku tara,amin ustazah saya pening kepala me takpelah saya tulis je apa yang saya laratampai masa saya suruh hantar buku tara,0
aku tak tahu kenapa bila time gaduh je english aku automatic power aku rasa time exam nanti kena gaduh dulu before jawab,saya tidak tahu kenapa bila time gaduh je english saya automatic power saya rasa time exam nanti kena gaduh dulu before jawab,0
td mikirnya gtu pngn ngegas jg tp apalah aku ini hanya orng kecil tidak pnya pengaruh jd ngegasnya sia2 kwkwkwk,tadi mikirnya begitu pengin ngegas juga tapi apa saya ini hanya orang kecil tidak punya pengaruh jadi ngegasnya sia kwkwkwk,-1
aku suka mie sedap kalau di tumis ulang pake bawang merah bawang putih telor daun bawang irisan ca,saya suka mie sedap kalau di tumis ulang pakai bawang merah bawang putih telor daun bawang iris ca,1
kamu sudah shalat jum'at belum letsfridaypray,kamu sudah shalat jum at belum letsfridaypray,0
nak tnggu org reply email mmg lambat ah citenya aku nak settle kan bulan ni jgk,mau tunggu orang reply email memang lambat ah citenya saya mau settle kan bulan ini juga,-1
rlt mutualan yu yang gamasalah aku suka rt in ga sama twt receh rt ya dn aku ada tapi follback kalo ngga maapin ak,rlt mutualan yuk yang gamasalah saya suka ini enggak sama twt tidak tarik iya dan saya ada tapi follback jika enggak maaf aku,-1
giveaway ina only adakah yg masih nungguin wdtv sampai hampir gila kaya aku help dong 1 1 doa boleh sekalian,giveaway ina only ada yang masih tunggu wdtv sampai hampir gila kayak saya help dong doa boleh sekali,0
semoga kamu jadi salah satu dari 3ahabat yang beruntung dapetin pulsa 50k ya jangan lupa like dan ajak 3 teman kamu unt,moga kamu jadi salah satu dari ahabat yang untung dapat pulsa iya jangan lupa like dan ajak teman kamu unt,0
sedara aku buat hal pergi kenduri kahwin lepas tu ramai sangat orang lepas tu risau tak dapat tempat duduk maka htt,dara saya buat hal pergi kenduri kahwin lepas itu ramai sangat orang lepas itu risau tidak dapat tempat duduk maka htt,-1
jika aku jadi ratumu maka pasti kau rajanya ya kan,jika saya jadi ratu maka pasti kamu raja iya kan,1
aku baru je tukar tayar depan myvi sepasang rm 450 semalam,saya baru je tukar tayar depan myvi pasang rm malam,0
hallo td aku berselancar di twt ttg belanja di gmarket gitu trs nemu km pernah beli album di gmarket,halo tadi saya selancar di twt tentang belanja di gmarket begitu terus nemu kamu pernah beli album di gmarket,0
boleh kot kalau nak buat insta story takyah jerit2 bingit sia telinga aku ckp biasa2 pun orang dah dgr,boleh kot kalau mau buat insta story takyah jerit banget sia telinga saya cukup biasa pun orang deh dengar,-1
orang selalu kata aku penat when dia sebenarnya tengah rasa sedih,orang selalu kata saya penat when dia benar tengah rasa sedih,-1
aku beria sekalipun bukannya kau nak appreciate,saya ria sekalipun bukan kamu mau appreciate,-1
aku nak buat nie ti,saya mau buat ini ti,0
pipi nya cubit pipi kamu emang mau nya di cium dmn,pipi nya cubit pipi kamu memang mau nya di cium mana,0
aku harap dia tak jual fhone 8 dia semata nak beli xs tu,saya harap dia tidak jual fhone dia semata mau beli xs itu,-1
memang best tengok ikan datang aku pon pernah buat dekat pulau bagi makan roti tapi perbuatan tu salah ikan kene ma,memang best jenguk ikan datang saya pon pernah buat dekat pulau bagi makan roti tapi buat itu salah ikan kene sama,0
kalo aku bacanya sih emang kamu yang ngetik ga jelas wkwkwk,jika saya baca sih memang kamu yang etik enggak jelas wkwkwk,0
aku penggemar mie burung dara enaknya nyambung terus,saya gemar mie burung dara enak sambung terus,1
assalam macam mana lelaki boleh ingat jalan jauhelekoh belok2 tanpa rujuk maps even pernah pergiekali je kalau aku,jadi orang alam macam mana lelaki boleh ingat jalan jauhelekoh belok tanpa rujuk maps even pernah pergiekali je kalau saya,-1
kalen kalen pada jahad ma aku,kalen kalen pada jahad sama saya,-1
weyhh tolonglah faham aku sakit kau langsung tak kesah aku baru balik drpd klinik aku gagahkan badan aku untuk,weyhh tolong faham saya sakit kamu langsung tidak kesah saya baru balik daripada klinik saya gagah badan saya untuk,-1
lebih baik aku seperti kopi yang dibiarkan membasi daripada kau sapa tapi sekedar basa basi,lebih baik saya seperti kopi yang biar basi daripada kamu sapa tapi dar basa basi,-1
giveaway pulsa 20k untuk 1 orang pemenang caranya retweet dan follow akun aku aja ya pemenang aku umumin tangga,giveaway pulsa untuk orang menang cara retweet dan follow akun saya saja iya menang saya umumin tangga,0
ni kalau suami aku panggil sayang macam ni we're gonna make babies right after,ini kalau suami saya panggil sayang macam ini aku reply gonna pakai babies right telah,1
ngapain kamu,kapai kamu,0
aku confuse dgn penjual kt malaysia ni macam asik tunjuk kekayaan je nak jual ke nak show off tunjuk kekayaan then,saya confuse dengan jual kita malaysia ini macam asik tunjuk kaya je mau jual ke mau show off tunjuk kaya then,-1
be strong bro,be strong saudara laki,1
pernah pas masih ngajar privat gt adek kakak muridnya adek aku weekend ini mau ke spore miss pernah ke s,pernah pas masih ajar privat begitu adek kakak murid adek saya weekend ini mau ke spore mi pernah ke,0
aku dok bayang macam alien keluaq dari dada,saya dok bayang macam alien keluaq dari dada,0
di antara buku buku kesukaan yang kaubaca sampai malam kian jauh dan sendiri aku ingin jadi buku yang menelungkup di d,di antara buku buku suka yang baca sampai malam kian jauh dan sendiri saya ingin jadi buku yang telungkup di,1
adik aku yang darjah 5 tetiba masuk bilik pastu bagi pantun bread is rotihadow is bayangebelum akak mati better,adik saya yang darjah tetiba masuk bilik pastu bagi pantun bread is rotihadow is bayangebelum akak mati better,0
fastga gifwinner palinguka pake banget yang iniiiii yoon as the cutest and mino pampers him,fastga gifwinner palinguka pakai banget yang ini yoon as the cutest dan mino pampers him,0
laki pun ada je ayat ni lahai,laki pun ada je ayat ini lahai,0
diam tak berarti kamu kalah kadang itu hanya berarti kamu tak ingin berdebat dng orang yg bahkan menolak tuk mendengarkan,diam tidak arti kamu kalah kadang itu hanya arti kamu tidak ingin debat dengan orang yang bahkan tolak untuk dengar,0
tengok ni,jenguk ini,0
isteri tak sihat sejak smlm mcm biasa aku keluar pagi jam 6 30am dia yg akan hantar anak2 ke tadika taska but to,isteri tidak sehat sejak smlm macam biasa saya keluar pagi jam sama dia yang akan hantar anak ke tadika taska but tapi,0
cerita hari ini aku baru beli 2 hamster biar ngga kesepian aja sih di rumah aku pandaaaang terus mereka berdu,cerita hari ini saya baru beli hamster supaya enggak sepi saja sih di rumah saya pandang terus mereka berdu,1
aku ngak haha cuma bawa tas selempang kecil aja udah kemana2,saya enggak tertawa cuma bawa tas selempang kecil saja sudah mana,0
biasanya lewat jalur mana ke arah kampung kamu,biasa lewat jalur mana ke arah kampung kamu,0
udah gausah baper dia itu ngetik cuma pake jari jadi kamu bacanya pake mata aja gausah pake hati,sudah enggak usah bawa asa dia itu etik cuma pakai jari jadi kamu baca pakai mata saja enggak usah pakai hati,-1
tak perlu takut untuk meninggalkan sesuatu yg tidak menghormatimu masih banyak kesempatan untukmu menjadi lebih terhormat jika kamu berani,tidak perlu takut untuk tinggal sesuatu yang tidak hormat masih banyak sempat untuk jadi lebih hormat jika kamu berani,1
let me make this clear paan dlm hidup ni kan kalau kita xrasa gagal kita xkan ada motivasi n,let me pakai this clear paan dalam hidup ini kan kalau kita xrasa gagal kita xkan ada motivasi,1
1 may aku postedih karena gak bisa nonton homeshake amp mild high club di jakaa dan cosmo pyke diingapore,mau saya postedih karena enggak bisa tonton homeshake amp mild high club di jakaa dan cosmo pyke diingapore,-1
ya allah aku berlindung kepada mu dari siksa kubur dari siksa neraka jahannam dari fitnah hidup dan mati dan dari f,iya allah saya lindung kepada mu dari siksa kubur dari siksa neraka jahannam dari fitnah hidup dan mati dan dari,1
rlt yang suka jb2 yuk followan aku butuh temen ngobrol ga cuman butuh followers rt aja yaaa,rlt yang suka jb yuk followan saya butuh teman obrol enggak hanya butuh followers saja iya,0
kuis lagi kuis lagi emang daihatsu baik banget yaahabat bagi bagi hadiah pulsa terus kuis kali ini kamu harus menebak,kuis lagi kuis lagi memang daihatsu baik banget yaahabat bagi bagi hadiah pulsa terus kuis kali ini kamu harus tebak,1
kalau tak bersungguh nak jaga aku boleh je berhenti berpura2 aku boleh jaga diri aku tanpa memaksa kau kau tak perl,kalau tidak sungguh mau jaga saya boleh je henti pura saya boleh jaga diri saya tanpa paksa kamu kamu tidak perl,0
ab yg bucin exo mutualan yuu rt rep yaa dn aku ada nya janji follback kenalan ya,ab yang bucin exo mutualan yuk rep ya dan saya ada nya janji follback kenal iya,0
sakdurunge koe dadi uler aku wes dadi kupu dadi saranku rasah perlu ngetoke goblokmu nganggo coro mbanggake bab nakalm,sakdurunge koe jadi uler saya wes jadi kupu jadi saran rasah perlu ngetoke goblok nganggo coro mbanggake bab nakalm,-1
stay beside you was my job hehee sayang kamu,tinggal beside you was my job hehee sayang kamu,1
sebenernya aku gapapa sih which is itu tuh penting bgt kan karena english tuh literally international language tp prefer bah,benar saya gapapa sih which is itu itu penting banget kan karena english itu literally international language tapi lebih pilih bah,0
dah lah cpk aku,deh lah cpk saya,-1
sedih bila aku dengan cerita dr patient aku huhu makcik nie masuk ward sebab heart attack baik sngt suka tegur aku senyu,sedih bila saya dengan cerita dari patient saya huhu makcik ini masuk ward sebab heaattack baik sangat suka tegur saya senyu,-1
benda yang aku rasa tak perlu nak bawak gurau 1 rupa paras 2 bentuk badan 3 insecurities kita contohnya kita gagap pas,benda yang saya rasa tidak perlu mau bawa gurau rupa paras bentuk badan insecurities kita contoh kita gagap pas,0
ga ko aku juga pake bagpack,enggak kok saya juga pakai bagpack,0
hahahahaha terhibur betul lah lol semua tempat dia tiful kan ingat ke aku sorang je perasan typo dekat caption tu,hahahahaha hibur betul lah tertawa semua tempat dia tiful kan ingat ke saya sorang je peras salah tulis dekat caption itu,1
aku meninggal nanti aku harap tak adalah orang yang post gambar kubur aku letak caption panjang lebaq kau sedekah al,saya tinggal nanti saya harap tidak adalah orang yang post gambar kubur saya letak caption panjang lebaq kamu sedekah al,0
aku ingatkan berhari hari takda data ada la org cari aku dekat ws rupanya takda langsong,saya ingat hari hari takda data ada lah orang cari saya dekat ws rupa takda langsong,0
baca ni aku tergolong org yg kaya,baca ini saya golong orang yang kayak,0
fams sama aku yuk,fams sama saya yuk,1
hari2 kalau tido brape jam je boleh mati sia otak aku,hari kalau tido brape jam je boleh mati sia otak saya,0
sembang dengan budak legend aku kau belajar kat mana main ml memboi,sembang dengan budak legend saya kamu ajar kat mana main ml boi,0
aku nangis nih,saya menang ini,-1
bts aku sedang sibuk menafkahi keluargaku dan mengejar impianku army aku sedang sibuk menafkahi orang yang sudah je,bts saya sedang sibuk nafkah keluarga dan kejar impi army saya sedang sibuk nafkah orang yang sudah je,0
aku cuba nak amalkan sikap pergi mampus tapi sayang aku gagal sebab aku jenis mudah kesian dan mudah memaafkan,saya coba mau amal sikap pergi mampus tapi sayang saya gagal sebab saya jenis mudah kasihan dan mudah maaf,1
aku ditusuk dr belakang sakit,saya tusuk dari belakang sakit,-1
askmf ayah aku ayah kan gak suka pedes tp kenapa masakan mama yg pedes tetep ayah makan soalnya mama kamu m,askmf ayah saya ayah kan enggak suka pedas tapi kenapa masakan ibu yang pedas tetap ayah makan soal ibu kamu,0
aku tahu kalau check in the girls akan idamkan peluk sambil tido but then tak rasa kebas ke lelaki statik je tido mcm tu na,saya tahu kalau check ini the girls akan idam peluk sambil tido but then tidak rasa kebas ke lelaki statik je tido macam itu nya,0
tahukah kamu 14eptember diperingati sebagai hari kunjung perpustakaan peringatan ini dimulai sejak tahun 1995 oleh p,tahu kamu eptember ingat bagai hari kunjung pustaka ingat ini mulai sejak tahun oleh,0
nctea selama ini aku cuma tau fotonya jisung aja yg disini dan sekarang udah tau video nya mission complete https,nctea lama ini saya cuma tahu foto jisung saja yang sini dan sekarang sudah tahu video nya mi ion complete,0
